raceId,driverId,stop,milliseconds,duration,lap
864,18,1,20333,20.333,9
883,18,1,23093,23.093,9
914,18,2,24532,24.532,9
952,18,1,22280,22.280,10
958,18,2,16486,16.486,10
965,18,1,23613,23.613,10
855,18,1,21094,21.094,10
867,18,1,20246,20.246,10
940,18,1,23343,23.343,10
862,18,1,20563,20.563,11
897,18,2,21516,21.516,11
851,18,1,21786,21.786,11
849,18,1,25070,25.070,11
900,18,1,22411,22.411,11
937,18,1,24083,24.083,11
887,18,1,24745,24.745,11
930,18,1,22589,22.589,11
884,18,1,18810,18.810,11
941,18,1,29719,29.719,12
896,18,2,23774,23.774,12
944,18,1,23242,23.242,12
852,18,2,21756,21.756,13
856,18,1,20766,20.766,13
959,18,1,19427,19.427,13
861,18,2,25922,25.922,13
901,18,1,24841,24.841,13
874,18,1,20233,20.233,13
893,18,1,29284,29.284,13
844,18,1,21368,21.368,13
847,18,2,14501,14.501,13
939,18,1,65317,1:05.317,13
842,18,1,22400,22.400,13
911,18,1,22800,22.800,13
909,18,1,22604,22.604,13
845,18,1,20015,20.015,14
848,18,1,20997,20.997,14
928,18,1,23936,23.936,14
854,18,1,30169,30.169,14
843,18,1,23779,23.779,14
913,18,1,28641,28.641,14
906,18,1,23493,23.493,14
936,18,1,22231,22.231,14
873,18,1,30019,30.019,14
866,18,1,21748,21.748,15
861,18,3,36517,36.517,15
859,18,1,22005,22.005,15
948,18,1,22616,22.616,15
910,18,2,22807,22.807,15
962,18,2,28998,28.998,15
961,18,1,26427,26.427,15
870,18,1,19408,19.408,15
846,18,1,25280,25.280,15
858,18,1,20908,20.908,16
860,18,1,23275,23.275,16
868,18,1,25138,25.138,16
957,18,2,29588,29.588,17
942,18,1,27286,27.286,17
904,18,1,21810,21.810,17
902,18,1,24476,24.476,17
966,18,1,22438,22.438,17
853,18,1,21660,21.660,17
841,18,1,16867,16.867,17
891,18,1,22465,22.465,17
857,18,1,21092,21.092,18
948,18,2,1084466,18:04.466,18
869,18,1,17867,17.867,19
841,18,2,23303,23.303,19
964,18,1,24375,24.375,19
847,18,3,23868,23.868,19
899,18,1,22746,22.746,20
855,18,2,20713,20.713,20
967,18,2,2010062,33:30.062,20
871,18,1,19668,19.668,20
880,18,2,23571,23.571,20
937,18,2,24151,24.151,20
898,18,1,24589,24.589,20
951,18,1,30580,30.580,20
888,18,1,20812,20.812,21
881,18,2,21028,21.028,21
927,18,2,25581,25.581,21
892,18,1,24450,24.450,21
883,18,2,21894,21.894,21
912,18,1,24669,24.669,22
863,18,2,22270,22.270,22
872,18,1,23375,23.375,22
915,18,1,29994,29.994,22
894,18,2,25946,25.946,22
842,18,2,22471,22.471,23
895,18,2,26263,26.263,23
882,18,1,19898,19.898,23
879,18,1,21550,21.550,23
850,18,1,20952,20.952,24
843,18,2,20758,20.758,24
890,18,1,22107,22.107,24
862,18,2,20474,20.474,24
861,18,4,23509,23.509,24
901,18,2,24524,24.524,25
905,18,1,25992,25.992,25
893,18,2,30085,30.085,25
876,18,1,21509,21.509,25
938,18,1,24310,24.310,25
864,18,2,21061,21.061,25
955,18,2,20640,20.640,25
867,18,2,19640,19.640,26
956,18,2,22035,22.035,26
885,18,1,24585,24.585,26
849,18,2,24287,24.287,26
844,18,2,22639,22.639,26
851,18,2,21065,21.065,27
926,18,1,23353,23.353,27
940,18,2,23801,23.801,27
930,18,2,23327,23.327,27
917,18,2,22620,22.620,27
950,18,2,23029,23.029,27
942,18,2,24689,24.689,27
886,18,1,20212,20.212,27
962,18,3,29025,29.025,27
945,18,2,22310,22.310,27
907,18,1,21505,21.505,27
903,18,2,22548,22.548,28
908,18,1,28645,28.645,28
965,18,2,25635,25.635,28
884,18,2,19196,19.196,28
916,18,2,23546,23.546,28
956,18,3,18307,18.307,28
958,18,3,22718,22.718,28
918,18,2,22042,22.042,28
967,18,3,1484987,24:44.987,28
956,18,4,18964,18.964,29
911,18,2,22588,22.588,29
877,18,1,19455,19.455,29
845,18,2,20763,20.763,30
948,18,3,21837,21.837,30
854,18,2,29921,29.921,30
943,18,1,23356,23.356,30
953,18,2,25450,25.450,30
848,18,2,20325,20.325,30
909,18,2,18916,18.916,31
859,18,2,21038,21.038,31
959,18,2,19124,19.124,31
944,18,2,24265,24.265,31
914,18,3,28547,28.547,31
913,18,2,28627,28.627,31
868,18,2,24762,24.762,31
852,18,3,21640,21.640,32
928,18,2,23273,23.273,32
900,18,2,22399,22.399,32
887,18,2,24357,24.357,32
896,18,3,24754,24.754,32
873,18,2,29662,29.662,33
866,18,2,21845,21.845,33
853,18,2,22095,22.095,33
846,18,2,26421,26.421,33
891,18,2,23317,23.317,34
967,18,4,25006,25.006,34
870,18,2,19083,19.083,34
883,18,3,21696,21.696,34
856,18,2,20758,20.758,34
902,18,2,25245,25.245,35
931,18,1,25062,25.062,35
936,18,2,21753,21.753,35
878,18,1,21445,21.445,35
847,18,4,23589,23.589,35
927,18,3,25846,25.846,35
881,18,3,104833,1:44.833,35
937,18,3,23761,23.761,35
874,18,2,21099,21.099,35
855,18,3,20998,20.998,36
858,18,2,20301,20.301,36
964,18,2,23342,23.342,36
860,18,2,22837,22.837,36
952,18,2,22590,22.590,36
904,18,2,24408,24.408,36
890,18,2,22496,22.496,37
841,18,3,22681,22.681,37
847,18,5,31718,31.718,37
863,18,3,22616,22.616,37
880,18,3,21538,21.538,37
939,18,2,30106,30.106,37
963,18,2,24645,24.645,37
843,18,3,21237,21.237,37
910,18,3,22211,22.211,37
865,18,1,25219,25.219,38
864,18,3,19888,19.888,38
906,18,2,25050,25.050,38
842,18,3,22483,22.483,38
961,18,2,24418,24.418,38
844,18,3,21417,21.417,39
862,18,3,26618,26.618,39
901,18,3,25028,25.028,39
974,18,2,26057,26.057,39
861,18,5,23477,23.477,39
849,18,3,23292,23.292,39
895,18,3,23105,23.105,40
869,18,2,16831,16.831,40
939,18,3,37822,37.822,41
851,18,3,20046,20.046,42
914,18,4,24757,24.757,42
899,18,2,23788,23.788,43
967,18,5,24754,24.754,44
950,18,3,22510,22.510,44
942,18,3,24862,24.862,44
932,18,2,25374,25.374,44
936,18,3,16488,16.488,44
930,18,3,24066,24.066,44
870,18,3,20355,20.355,45
936,18,4,16639,16.639,45
883,18,4,21230,21.230,46
884,18,3,19290,19.290,46
857,18,2,21838,21.838,46
959,18,3,19268,19.268,46
943,18,2,23018,23.018,47
888,18,2,19692,19.692,47
846,18,3,24670,24.670,48
848,18,3,20479,20.479,48
845,18,3,20107,20.107,48
854,18,3,30305,30.305,48
882,18,2,19862,19.862,49
917,18,3,23383,23.383,50
847,18,6,23741,23.741,51
944,18,3,23402,23.402,51
866,18,3,21363,21.363,52
859,18,3,21583,21.583,52
863,18,4,23943,23.943,53
879,18,2,21456,21.456,57
907,18,2,21242,21.242,58
909,18,3,19221,19.221,61
931,18,2,24661,24.661,64
1002,20,1,32219,32.219,1
960,20,1,22403,22.403,1
916,20,1,24226,24.226,1
943,20,1,28070,28.070,1
986,20,1,32037,32.037,1
962,20,1,24342,24.342,1
1083,20,1,3067301,51:07.301,1
1045,20,1,1157042,19:17.042,1
1039,20,1,33583,33.583,1
996,20,1,32612,32.612,1
1001,20,1,19582,19.582,1
987,20,1,19097,19.097,1
1020,20,1,20094,20.094,2
896,20,1,24000,24.000,2
1061,20,1,2055222,34:15.222,2
1062,20,1,1451890,24:11.890,2
970,20,1,22906,22.906,2
1092,20,1,409647,6:49.647,2
987,20,2,17817,17.817,2
1054,20,1,21398,21.398,2
914,20,1,1134978,18:54.978,2
916,20,2,23909,23.909,2
1062,20,2,40882,40.882,3
1033,20,1,28286,28.286,3
1053,20,1,32024,32.024,3
987,20,3,17842,17.842,3
1054,20,2,21750,21.750,3
905,20,1,66065,1:06.065,4
970,20,2,17354,17.354,4
950,20,1,30115,30.115,4
861,20,1,25658,25.658,5
1082,20,1,23406,23.406,5
975,20,1,31596,31.596,5
1092,20,2,24218,24.218,5
957,20,1,31381,31.381,5
881,20,1,21135,21.135,5
852,20,1,20898,20.898,5
970,20,3,17362,17.362,5
970,20,4,17370,17.370,6
1023,20,1,32443,32.443,6
917,20,1,23808,23.808,6
1080,20,1,24965,24.965,6
1083,20,2,29846,29.846,6
888,20,1,18979,18.979,7
932,20,1,27241,27.241,7
1071,20,1,18107,18.107,7
880,20,1,21807,21.807,7
1039,20,2,17516,17.516,7
864,20,1,19745,19.745,7
1071,20,2,17896,17.896,8
968,20,1,21711,21.711,8
1044,20,1,24022,24.022,8
1039,20,3,1449513,24:09.513,8
910,20,1,22170,22.170,9
960,20,2,998511,16:38.511,9
855,20,1,22374,22.374,9
862,20,1,21449,21.449,9
1088,20,1,22391,22.391,9
845,20,1,20253,20.253,9
1081,20,1,20249,20.249,9
868,20,1,25829,25.829,10
967,20,1,29981,29.981,10
1064,20,1,18664,18.664,10
879,20,1,20997,20.997,10
908,20,1,28558,28.558,10
884,20,1,18606,18.606,10
911,20,1,22800,22.800,10
873,20,1,29117,29.117,10
883,20,1,21660,21.660,10
971,20,1,24702,24.702,10
894,20,1,22662,22.662,11
890,20,1,21343,21.343,11
954,20,1,22597,22.597,11
1015,20,1,24483,24.483,11
1037,20,1,22982,22.982,11
1041,20,1,22616,22.616,11
844,20,1,20623,20.623,11
863,20,1,22017,22.017,11
1013,20,1,19981,19.981,11
1030,20,1,25771,25.771,12
1023,20,2,31851,31.851,12
913,20,1,30147,30.147,12
964,20,1,23226,23.226,12
976,20,1,20059,20.059,12
903,20,1,22570,22.570,12
904,20,1,21974,21.974,12
1034,20,1,29439,29.439,12
914,20,2,23764,23.764,12
851,20,1,20690,20.690,12
887,20,1,24159,24.159,13
849,20,1,24818,24.818,13
948,20,1,21339,21.339,13
959,20,1,19230,19.230,13
939,20,1,29172,29.172,13
1004,20,1,29798,29.798,13
953,20,1,25114,25.114,13
901,20,1,24432,24.432,13
1072,20,1,1012304,16:52.304,13
940,20,1,23074,23.074,13
877,20,1,24962,24.962,13
852,20,2,21411,21.411,13
929,20,1,24509,24.509,13
944,20,1,23801,23.801,13
928,20,1,22488,22.488,13
842,20,1,23019,23.019,13
882,20,1,19323,19.323,14
891,20,1,22685,22.685,14
909,20,1,19607,19.607,14
937,20,1,22681,22.681,14
973,20,1,22499,22.499,14
980,20,1,22443,22.443,14
897,20,1,22275,22.275,14
841,20,1,22603,22.603,14
854,20,1,30023,30.023,14
1087,20,1,23222,23.222,14
934,20,1,28946,28.946,14
965,20,1,24433,24.433,14
1003,20,1,28722,28.722,14
958,20,1,21640,21.640,14
930,20,1,21762,21.762,14
843,20,1,21995,21.995,14
848,20,1,21006,21.006,14
1011,20,1,24228,24.228,14
895,20,1,22916,22.916,14
1010,20,1,21995,21.995,14
1086,20,1,21402,21.402,15
875,20,1,19830,19.830,15
957,20,2,29163,29.163,15
1009,20,1,22630,22.630,15
1072,20,2,1098749,18:18.749,15
906,20,1,23904,23.904,15
1022,20,1,22863,22.863,15
997,20,1,23912,23.912,15
861,20,2,24057,24.057,15
952,20,1,21643,21.643,15
866,20,1,21639,21.639,16
886,20,1,20835,20.835,16
867,20,1,20357,20.357,16
1026,20,1,24032,24.032,16
846,20,1,28536,28.536,16
994,20,1,23964,23.964,16
860,20,1,24256,24.256,16
985,20,1,24300,24.300,16
850,20,1,20394,20.394,16
961,20,1,25472,25.472,16
856,20,1,19985,19.985,16
902,20,1,24964,24.964,16
950,20,2,22276,22.276,17
870,20,1,19380,19.380,17
1069,20,1,24977,24.977,17
1007,20,1,22658,22.658,17
874,20,1,20508,20.508,17
1077,20,1,30484,30.484,17
893,20,1,28787,28.787,17
993,20,1,22054,22.054,17
976,20,2,15174,15.174,17
1060,20,1,21086,21.086,17
859,20,1,20927,20.927,17
927,20,1,23996,23.996,17
912,20,1,25176,25.176,18
1057,20,1,19841,19.841,18
978,20,1,28363,28.363,18
1061,20,2,28145,28.145,18
845,20,2,19887,19.887,18
948,20,2,1089312,18:09.312,18
1012,20,1,22749,22.749,18
990,20,1,24524,24.524,18
1093,20,1,24307,24.307,18
942,20,1,25019,25.019,18
879,20,2,22016,22.016,19
1014,20,1,23746,23.746,19
1082,20,2,23681,23.681,19
855,20,2,21596,21.596,19
1085,20,1,36671,36.671,19
857,20,1,21415,21.415,19
1024,20,1,29384,29.384,19
907,20,1,21381,21.381,20
967,20,2,2010637,33:30.637,20
1084,20,1,22112,22.112,20
991,20,1,23009,23.009,20
872,20,1,22303,22.303,20
847,20,1,23872,23.872,20
998,20,1,28677,28.677,20
869,20,1,17512,17.512,20
1019,20,1,28021,28.021,20
955,20,1,20422,20.422,20
853,20,1,22124,22.124,20
1045,20,2,24774,24.774,20
988,20,1,21221,21.221,20
1053,20,2,31184,31.184,20
1055,20,1,23087,23.087,21
1018,20,1,25236,25.236,21
878,20,1,20904,20.904,21
918,20,1,23094,23.094,21
936,20,1,21900,21.900,21
880,20,2,22704,22.704,21
1079,20,1,22536,22.536,21
871,20,1,20811,20.811,21
881,20,2,21339,21.339,22
1001,20,2,22253,22.253,22
1035,20,1,28167,28.167,22
911,20,2,22731,22.731,22
976,20,3,1310808,21:50.808,22
1053,20,3,39502,39.502,22
1065,20,1,25157,25.157,22
1054,20,3,26620,26.620,22
945,20,1,21795,21.795,23
1073,20,1,21221,21.221,23
960,20,3,22762,22.762,23
1020,20,2,20768,20.768,23
1080,20,2,25133,25.133,23
969,20,1,21988,21.988,23
892,20,1,24305,24.305,23
917,20,2,23195,23.195,24
899,20,1,22510,22.510,24
1052,20,1,24626,24.626,24
888,20,2,20039,20.039,24
884,20,2,18708,18.708,24
962,20,2,28924,28.924,24
926,20,1,22694,22.694,24
1029,20,1,23039,23.039,25
842,20,2,21893,21.893,25
883,20,2,21290,21.290,25
1017,20,1,30044,30.044,25
913,20,2,28733,28.733,25
938,20,1,24340,24.340,25
844,20,2,20112,20.112,25
999,20,1,18657,18.657,25
1096,20,1,23186,23.186,25
863,20,2,22717,22.717,25
916,20,3,23799,23.799,26
1016,20,1,23782,23.782,26
1006,20,1,24449,24.449,26
1095,20,1,24248,24.248,26
989,20,1,21787,21.787,26
1051,20,1,25726,25.726,26
1031,20,1,22231,22.231,26
1066,20,1,29242,29.242,26
1005,20,1,22748,22.748,26
1025,20,1,29860,29.860,26
1065,20,2,25927,25.927,26
864,20,2,19624,19.624,27
983,20,1,23695,23.695,27
1008,20,1,22551,22.551,27
1058,20,1,21546,21.546,27
942,20,2,25576,25.576,27
898,20,1,24086,24.086,27
849,20,2,31558,31.558,27
1042,20,1,26666,26.666,27
1039,20,4,22995,22.995,28
1020,20,3,22058,22.058,28
907,20,2,29844,29.844,28
851,20,2,20611,20.611,28
987,20,4,22736,22.736,28
967,20,3,1483923,24:43.923,28
1071,20,3,24464,24.464,28
867,20,2,20023,20.023,29
1002,20,2,24301,24.301,29
965,20,2,23812,23.812,29
952,20,2,22617,22.617,29
1033,20,2,21880,21.880,29
914,20,3,23443,23.443,29
1036,20,1,21820,21.820,29
864,20,3,13335,13.335,30
885,20,1,24375,24.375,30
848,20,2,20441,20.441,30
1080,20,3,1169495,19:29.495,30
940,20,2,23130,23.130,30
1040,20,1,29395,29.395,30
928,20,2,22444,22.444,30
854,20,2,30809,30.809,30
891,20,2,22884,22.884,30
941,20,1,29367,29.367,30
980,20,2,25650,25.650,30
852,20,3,20786,20.786,30
992,20,1,20037,20.037,30
915,20,1,30355,30.355,30
882,20,2,20084,20.084,31
868,20,2,25319,25.319,31
896,20,2,23568,23.568,31
843,20,2,21533,21.533,31
1056,20,1,24369,24.369,31
901,20,2,24728,24.728,31
953,20,2,25561,25.561,31
1046,20,1,26216,26.216,31
862,20,2,21146,21.146,31
981,20,1,24307,24.307,31
1026,20,2,23213,23.213,31
959,20,2,19472,19.472,31
894,20,2,22935,22.935,31
944,20,2,23474,23.474,32
929,20,2,24449,24.449,32
966,20,1,22035,22.035,32
979,20,1,22317,22.317,32
986,20,2,22379,22.379,32
881,20,3,21482,21.482,32
1053,20,4,1452323,24:12.323,32
873,20,2,31137,31.137,33
1022,20,2,22786,22.786,33
1044,20,2,25401,25.401,33
904,20,2,21599,21.599,33
910,20,2,21608,21.608,33
976,20,4,29317,29.317,33
1035,20,2,28352,28.352,33
1053,20,5,52043,52.043,33
1087,20,2,22833,22.833,33
998,20,2,28174,28.174,33
971,20,2,24314,24.314,33
1070,20,1,22277,22.277,33
876,20,1,20707,20.707,33
855,20,3,21705,21.705,33
908,20,2,28787,28.787,33
961,20,2,25033,25.033,33
972,20,1,30097,30.097,34
909,20,2,19061,19.061,34
872,20,2,15008,15.008,34
977,20,1,21750,21.750,34
845,20,3,20426,20.426,34
890,20,2,21863,21.863,34
964,20,2,22887,22.887,34
911,20,3,23190,23.190,34
903,20,2,22246,22.246,34
856,20,2,20170,20.170,34
902,20,2,26186,26.186,34
970,20,5,22443,22.443,34
1091,20,1,29704,29.704,34
1047,20,1,22040,22.040,35
1012,20,2,22316,22.316,35
948,20,3,24548,24.548,35
1088,20,2,19156,19.156,35
887,20,2,24092,24.092,35
932,20,2,23945,23.945,35
943,20,2,22156,22.156,35
1011,20,2,24212,24.212,35
853,20,2,21378,21.378,35
875,20,2,19801,19.801,35
950,20,3,22350,22.350,35
906,20,2,23340,23.340,36
849,20,3,23137,23.137,36
1062,20,3,22703,22.703,36
841,20,2,24036,24.036,36
933,20,1,31882,31.882,36
1067,20,1,23500,23.500,36
929,20,3,33921,33.921,36
931,20,1,24851,24.851,36
880,20,3,21596,21.596,37
1059,20,1,31069,31.069,37
877,20,2,19918,19.918,37
995,20,1,23529,23.529,37
860,20,2,24131,24.131,37
968,20,2,21872,21.872,37
1067,20,2,23514,23.514,37
954,20,2,22361,22.361,37
973,20,2,22307,22.307,37
874,20,2,20346,20.346,37
927,20,2,25092,25.092,37
897,20,2,21298,21.298,37
847,20,2,22958,22.958,37
952,20,3,21603,21.603,37
939,20,2,29273,29.273,37
895,20,2,22873,22.873,37
1027,20,1,21862,21.862,37
985,20,2,23620,23.620,38
1019,20,2,38468,38.468,38
1055,20,2,21973,21.973,38
1011,20,3,34193,34.193,38
870,20,2,19331,19.331,38
1094,20,1,22534,22.534,38
1069,20,2,23849,23.849,38
1030,20,2,21858,21.858,38
1021,20,1,24819,24.819,39
859,20,2,20652,20.652,39
863,20,3,21800,21.800,39
884,20,3,19551,19.551,39
974,20,1,24306,24.306,39
1043,20,1,40497,40.497,39
1045,20,3,25444,25.444,39
945,20,2,21628,21.628,39
1083,20,3,28540,28.540,39
1000,20,1,23111,23.111,39
1014,20,2,21643,21.643,40
992,20,2,20823,20.823,40
930,20,2,21836,21.836,40
996,20,2,31029,31.029,40
850,20,2,20274,20.274,40
844,20,3,20385,20.385,40
861,20,3,22998,22.998,40
869,20,2,17859,17.859,41
888,20,3,19118,19.118,41
993,20,2,24273,24.273,41
1020,20,4,21256,21.256,41
851,20,3,19664,19.664,41
842,20,3,22313,22.313,41
958,20,2,21535,21.535,41
1023,20,3,24376,24.376,41
1041,20,2,24366,24.366,41
1093,20,2,38157,38.157,41
1078,20,1,19861,19.861,41
1079,20,2,22456,22.456,42
962,20,3,29391,29.391,42
864,20,4,26143,26.143,42
883,20,3,21906,21.906,42
881,20,4,20757,20.757,42
936,20,2,22028,22.028,43
934,20,2,29676,29.676,43
1039,20,5,22489,22.489,43
942,20,3,24158,24.158,43
1084,20,2,21583,21.583,44
893,20,2,28934,28.934,44
1064,20,2,18681,18.681,44
936,20,3,16639,16.639,45
909,20,3,18879,18.879,45
1039,20,6,1266590,21:06.590,45
1095,20,2,24028,24.028,45
918,20,2,21611,21.611,46
1086,20,2,25030,25.030,46
959,20,3,19000,19.000,46
936,20,4,17121,17.121,46
865,20,1,25079,25.079,46
899,20,2,32899,32.899,47
844,20,4,20489,20.489,47
1007,20,2,21777,21.777,47
857,20,2,21449,21.449,47
1020,20,5,19586,19.586,47
848,20,3,20331,20.331,47
861,20,4,25884,25.884,47
1057,20,2,14945,14.945,47
944,20,3,23861,23.861,47
1057,20,3,2000416,33:20.416,48
917,20,3,22746,22.746,48
1088,20,3,18709,18.709,48
916,20,4,23948,23.948,48
845,20,4,20292,20.292,48
901,20,3,25186,25.186,49
1060,20,2,20841,20.841,49
975,20,2,23345,23.345,49
886,20,2,20898,20.898,49
854,20,3,30796,30.796,49
1029,20,2,23138,23.138,49
978,20,2,35204,35.204,50
1066,20,2,32128,32.128,50
1018,20,2,22251,22.251,50
884,20,4,18694,18.694,51
1043,20,2,29934,29.934,51
1031,20,2,22738,22.738,51
1017,20,2,30468,30.468,51
882,20,3,20191,20.191,51
879,20,3,21256,21.256,52
904,20,3,21608,21.608,52
1008,20,2,22683,22.683,53
847,20,3,22526,22.526,53
965,20,3,24156,24.156,53
879,20,4,28932,28.932,54
1046,20,2,28080,28.080,54
890,20,3,21666,21.666,55
1071,20,4,22978,22.978,55
1088,20,4,14349,14.349,56
1031,20,3,19330,19.330,56
870,20,3,18964,18.964,58
850,20,3,20110,20.110,59
859,20,3,22094,22.094,59
1046,20,3,24809,24.809,63
866,20,2,22428,22.428,63
857,22,1,33650,33.650,1
853,22,1,29157,29.157,1
842,22,1,32978,32.978,3
856,22,1,21722,21.722,10
851,22,1,22640,22.640,10
844,22,1,22717,22.717,10
845,22,1,29936,29.936,11
849,22,1,25860,25.860,11
848,22,1,21163,21.163,11
855,22,1,22130,22.130,12
854,22,1,30456,30.456,12
841,22,1,23643,23.643,13
852,22,1,21818,21.818,13
847,22,1,23305,23.305,15
843,22,1,21709,21.709,16
859,22,1,21537,21.537,16
842,22,2,24502,24.502,17
858,22,1,24219,24.219,18
847,22,2,25066,25.066,19
841,22,2,37856,37.856,23
845,22,2,21226,21.226,23
855,22,2,22736,22.736,24
844,22,2,22868,22.868,24
851,22,2,22217,22.217,24
841,22,3,16892,16.892,28
848,22,2,21262,21.262,28
854,22,2,30544,30.544,30
849,22,2,23955,23.955,31
852,22,2,21478,21.478,31
856,22,2,22347,22.347,31
846,22,1,25921,25.921,32
853,22,2,23414,23.414,32
847,22,3,24684,24.684,34
858,22,2,20534,20.534,34
859,22,2,22590,22.590,34
843,22,2,21481,21.481,35
845,22,3,20650,20.650,35
857,22,2,22339,22.339,35
851,22,3,20580,20.580,37
855,22,3,21890,21.890,37
848,22,3,21286,21.286,40
841,22,4,26309,26.309,40
844,22,3,21687,21.687,40
852,22,3,47753,47.753,40
851,22,4,31539,31.539,50
847,22,4,23059,23.059,50
851,22,5,25596,25.596,52
859,22,3,21638,21.638,53
845,22,4,20637,20.637,54
846,22,2,25675,25.675,68
856,24,1,26379,26.379,1
855,24,1,28244,28.244,8
843,24,1,14160,14.160,9
847,24,1,27202,27.202,9
849,24,1,26643,26.643,11
852,24,1,21766,21.766,11
851,24,1,23633,23.633,12
854,24,1,34329,34.329,13
848,24,1,24459,24.459,15
844,24,1,24634,24.634,15
856,24,2,23544,23.544,16
845,24,1,23157,23.157,16
844,24,2,56611,56.611,16
842,24,1,27815,27.815,17
850,24,1,22048,22.048,20
843,24,2,24467,24.467,21
859,24,1,22666,22.666,21
855,24,2,24716,24.716,23
858,24,1,21247,21.247,24
851,24,2,22501,22.501,25
854,24,2,32122,32.122,26
852,24,2,30959,30.959,27
848,24,2,22766,22.766,28
849,24,2,25505,25.505,31
846,24,1,28298,28.298,32
855,24,3,22631,22.631,35
844,24,3,25125,25.125,35
847,24,2,34897,34.897,35
851,24,3,27839,27.839,37
844,24,4,43603,43.603,37
856,24,3,22092,22.092,38
842,24,2,26554,26.554,38
848,24,3,22235,22.235,43
842,24,3,38823,38.823,44
854,24,3,31687,31.687,45
843,24,3,23499,23.499,45
859,24,2,22996,22.996,45
854,24,4,42920,42.920,46
851,24,4,23010,23.010,48
851,24,5,22458,22.458,51
847,24,3,33278,33.278,52
870,30,1,21336,21.336,1
841,30,1,25021,25.021,1
876,30,1,25036,25.036,1
844,30,1,30182,30.182,2
870,30,2,13199,13.199,4
852,30,1,20153,20.153,4
879,30,1,25980,25.980,5
861,30,1,24831,24.831,5
879,30,2,22486,22.486,8
863,30,1,21979,21.979,9
849,30,1,30242,30.242,9
855,30,1,20667,20.667,9
864,30,1,20113,20.113,10
845,30,1,20084,20.084,10
854,30,1,29610,29.610,10
859,30,1,25481,25.481,10
843,30,1,20522,20.522,10
873,30,1,30879,30.879,11
862,30,1,21746,21.746,12
846,30,1,35084,35.084,12
868,30,1,25938,25.938,12
851,30,1,21948,21.948,13
866,30,1,21807,21.807,13
852,30,2,20226,20.226,13
875,30,1,20087,20.087,13
869,30,1,18497,18.497,14
856,30,1,20238,20.238,14
842,30,1,22576,22.576,14
878,30,1,22263,22.263,14
861,30,2,24094,24.094,14
848,30,1,21201,21.201,14
844,30,2,20907,20.907,14
872,30,1,22247,22.247,15
848,30,2,30665,30.665,15
850,30,1,20768,20.768,15
858,30,1,19660,19.660,16
849,30,2,31751,31.751,16
853,30,1,22709,22.709,16
874,30,1,20643,20.643,17
879,30,3,22243,22.243,17
841,30,2,23988,23.988,17
857,30,1,20893,20.893,18
847,30,1,24472,24.472,18
867,30,1,20477,20.477,19
871,30,1,21664,21.664,19
847,30,2,24196,24.196,21
863,30,2,22105,22.105,23
854,30,2,29473,29.473,24
855,30,2,22570,22.570,24
843,30,2,21964,21.964,26
845,30,2,20487,20.487,26
851,30,2,20071,20.071,26
877,30,1,19701,19.701,27
842,30,2,22261,22.261,28
844,30,3,20379,20.379,30
848,30,3,21168,21.168,31
849,30,3,24651,24.651,31
852,30,3,21319,21.319,31
859,30,2,20782,20.782,32
875,30,2,20276,20.276,32
870,30,3,20503,20.503,32
876,30,2,21322,21.322,33
873,30,2,30338,30.338,33
847,30,3,22832,22.832,34
865,30,1,25117,25.117,34
868,30,2,25552,25.552,34
871,30,2,20835,20.835,35
869,30,2,17928,17.928,36
874,30,2,20379,20.379,36
850,30,2,20299,20.299,37
853,30,2,22014,22.014,37
863,30,3,22192,22.192,37
872,30,2,22310,22.310,37
861,30,3,22163,22.163,39
843,30,3,21400,21.400,39
878,30,2,21297,21.297,39
877,30,2,21270,21.270,41
855,30,3,20879,20.879,41
845,30,3,20451,20.451,41
867,30,2,20041,20.041,41
842,30,3,22227,22.227,42
858,30,2,20638,20.638,42
866,30,2,22524,22.524,43
844,30,4,20597,20.597,45
857,30,2,21482,21.482,50
859,30,3,21373,21.373,51
869,30,3,18163,18.163,52
847,30,4,22869,22.869,52
879,30,4,21827,21.827,54
850,30,3,19930,19.930,56
871,37,1,29107,29.107,1
863,37,1,24241,24.241,9
864,37,1,22275,22.275,10
861,37,1,15684,15.684,13
879,37,1,25787,25.787,14
867,37,1,23127,23.127,14
871,37,2,25027,25.027,15
861,37,2,38887,38.887,16
874,37,1,26287,26.287,17
862,37,1,23634,23.634,17
873,37,1,33042,33.042,18
879,37,2,26573,26.573,19
864,37,2,22135,22.135,19
869,37,1,19850,19.850,20
870,37,1,22332,22.332,22
872,37,1,23488,23.488,22
863,37,2,23420,23.420,22
878,37,1,24798,24.798,24
868,37,1,27715,27.715,27
871,37,3,22064,22.064,27
867,37,2,23125,23.125,28
877,37,1,22272,22.272,28
873,37,2,32625,32.625,30
862,37,2,23488,23.488,31
876,37,1,23830,23.830,32
864,37,3,21543,21.543,35
847,37,1,30288,30.288,35
874,37,2,22487,22.487,36
863,37,3,24520,24.520,38
861,37,3,28483,28.483,39
873,37,3,44101,44.101,40
870,37,2,21877,21.877,41
869,37,2,20664,20.664,45
879,37,3,25375,25.375,50
864,37,4,21471,21.471,51
847,37,2,24039,24.039,52
879,37,4,24510,24.510,55
863,39,1,25896,25.896,10
864,39,1,21518,21.518,11
879,39,1,27113,27.113,13
871,39,1,23953,23.953,14
844,39,1,27353,27.353,14
848,39,1,28030,28.030,14
845,39,1,24843,24.843,14
